# Fluid Particle Data File
# Format: position_x position_y velocity_x velocity_y
0.000000000000000 0.000000000000000 0.0 0.0
0.010000000000000 0.000000000000000 0.0 0.0
0.020000000000000 0.000000000000000 0.0 0.0
0.030000000000000 0.000000000000000 0.0 0.0
0.040000000000000 0.000000000000000 0.0 0.0
0.050000000000000 0.000000000000000 0.0 0.0
0.060000000000000 0.000000000000000 0.0 0.0
0.070000000000000 0.000000000000000 0.0 0.0
0.080000000000000 0.000000000000000 0.0 0.0
0.090000000000000 0.000000000000000 0.0 0.0
0.100000000000000 0.000000000000000 0.0 0.0
0.110000000000000 0.000000000000000 0.0 0.0
0.120000000000000 0.000000000000000 0.0 0.0
0.130000000000000 0.000000000000000 0.0 0.0
0.140000000000000 0.000000000000000 0.0 0.0
0.150000000000000 0.000000000000000 0.0 0.0
0.160000000000000 0.000000000000000 0.0 0.0
0.170000000000000 0.000000000000000 0.0 0.0
0.180000000000000 0.000000000000000 0.0 0.0
0.190000000000000 0.000000000000000 0.0 0.0
0.200000000000000 0.000000000000000 0.0 0.0
0.210000000000000 0.000000000000000 0.0 0.0
0.220000000000000 0.000000000000000 0.0 0.0
0.230000000000000 0.000000000000000 0.0 0.0
0.240000000000000 0.000000000000000 0.0 0.0
0.250000000000000 0.000000000000000 0.0 0.0
0.260000000000000 0.000000000000000 0.0 0.0
0.270000000000000 0.000000000000000 0.0 0.0
0.280000000000000 0.000000000000000 0.0 0.0
0.290000000000000 0.000000000000000 0.0 0.0
0.300000000000000 0.000000000000000 0.0 0.0
0.310000000000000 0.000000000000000 0.0 0.0
0.320000000000000 0.000000000000000 0.0 0.0
0.330000000000000 0.000000000000000 0.0 0.0
0.340000000000000 0.000000000000000 0.0 0.0
0.350000000000000 0.000000000000000 0.0 0.0
0.360000000000000 0.000000000000000 0.0 0.0
0.370000000000000 0.000000000000000 0.0 0.0
0.380000000000000 0.000000000000000 0.0 0.0
0.390000000000000 0.000000000000000 0.0 0.0
0.400000000000000 0.000000000000000 0.0 0.0
0.410000000000000 0.000000000000000 0.0 0.0
0.420000000000000 0.000000000000000 0.0 0.0
0.430000000000000 0.000000000000000 0.0 0.0
0.440000000000000 0.000000000000000 0.0 0.0
0.450000000000000 0.000000000000000 0.0 0.0
0.460000000000000 0.000000000000000 0.0 0.0
0.470000000000000 0.000000000000000 0.0 0.0
0.480000000000000 0.000000000000000 0.0 0.0
0.490000000000000 0.000000000000000 0.0 0.0
0.500000000000000 0.000000000000000 0.0 0.0
0.510000000000000 0.000000000000000 0.0 0.0
0.520000000000000 0.000000000000000 0.0 0.0
0.530000000000000 0.000000000000000 0.0 0.0
0.540000000000000 0.000000000000000 0.0 0.0
